"Citable Reference","Context Description","Title","Description","Start Date","Start Date (num)","End Date","End Date (num)","Covering Dates","Held by","Catalogue level","References","Opening Date","Closure Status","Closure Type","Closure Code","Subjects","Digitised","ID","Score"
"FO 369/1751","Foreign Office: Consular Department: General Correspondence from 1906.","United States. Code 245 Files 163 - 340 (to paper 1458)","United States. Code 245 Files 163 - 340 (to paper 1458).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 163-340 (to pp. 1458).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4259364","114.926247"
"FO 369/1562","Foreign Office: Consular Department: General Correspondence from 1906.","Baltic States. Code 259 Files 4676 (papers 16418 - end) - 19684","Baltic States. Code 259 Files 4676 (papers 16418 - end) - 19684.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 4676 (pp.16418-end)-19684.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259175","114.926247"
"FO 372/2167","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Territorial Waters. Code 380 files 345 (pp. 12294 - end) - 475.","Territorial Waters. Code 380 files 345 (pp. 12294 - end) - 475.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: Files 345 (pp. 12294-end)-475.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496764","114.8084"
"FO 372/1742","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","United States. Code 345 files 4701 (pp.11004 - end) - 6405.","United States. Code 345 files 4701 (pp.11004 - end) - 6405.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 4701 (pp.11004-end)-6405.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances;
        C10125 Americas","","C2496339","114.8084"
"FO 372/2170","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Treaty Formalities. Code 381 files 9 - 10 (to pp. 8611).","Treaty Formalities. Code 381 files 9 - 10 (to pp. 8611).","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: Files 9-10 (to pp. 8611).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496767","114.8084"
"FO 372/1548","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Decorations.","General. Code 350D files 199 - 1941 (to pp. 9622).","General. Code 350D files 199 - 1941 (to pp. 9622).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 199-1941 (to pp. 9622).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496145","114.751732"
"FO 372/1768","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Treaty Decorations.","Britain. Code 350D files 321 - 659 (to pp.4625).","Britain. Code 350D files 321 - 659 (to pp.4625).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 321-659 (to pp.4625).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496365","114.696487"
"FO 370/176","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 File 2443 (to paper 4032)","Facilities and Information. Code 407 File 2443 (to paper 4032).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: Files 2443 (to pp.4032).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263569","113.932373"
"FO 370/155","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 1500 - 1696 (papers1923)","Facilities and Information. Code 407 Files 1500 - 1696 (papers1923).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1500-1696 (pp.1923).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263548","113.932373"
"FO 395/352","Foreign Office: News Department: General Correspondence from 1906.","United States. Code 145 Files 127 (papers 1488 - end) - 150","United States. Code 145 Files 127 (papers 1488 - end) - 150.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 127 (pp.1488-end)-150.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4266533","113.8965"
"FO 369/1355","Foreign Office: Consular Department: General Correspondence from 1906.","Austria-Hungary. Code 203 Files 1695 (papers 2703 - end) - 2305","Austria-Hungary. Code 203 Files 1695 (papers 2703 - end) - 2305.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 1695 (pp.2703-end)-2305.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4258967","113.8965"
"FO 369/1753","Foreign Office: Consular Department: General Correspondence from 1906.","United States. Code 245 Files 782 - 1121 (to paper 6220)","United States. Code 245 Files 782 - 1121 (to paper 6220).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 782-1121 (to pp. 6220).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4259366","113.8965"
"FO 369/1357","Foreign Office: Consular Department: General Correspondence from 1906.","Austria-Hungary. Code 203 Files 7127 - 16711 (to paper 17775)","Austria-Hungary. Code 203 Files 7127 - 16711 (to paper 17775).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 7127-16711 (to pp.17775).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4258969","113.8965"
"FO 395/312","Foreign Office: News Department: General Correspondence from 1906.","America (General). Code 151 Files 7 - 101 (to paper 1341)","America (General). Code 151 Files 7 - 101 (to paper 1341).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 7-101 (to pp.1341).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4266493","113.8965"
"FO 369/1672","Foreign Office: Consular Department: General Correspondence from 1906.","Hayti [Haiti] and San Domingo. Code 220 Files 223 - 19419","Hayti [Haiti] and San Domingo. Code 220 Files 223 - 19419.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 223-19419.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10130 Caribbean;
        C10049 International","","C4259285","113.819405"
"FO 372/1333","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Austria & Czechoslovakia. Code 303 files 51 - 713 (to pp.2800).","Austria & Czechoslovakia. Code 303 files 51 - 713 (to pp.2800).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 51-713 (to pp.2800).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2495930","113.781715"
"FO 372/2172","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Treaty Formalities. Code 381 files 950 (pp. 6594 - end) - 3917.","Treaty Formalities. Code 381 files 950 (pp. 6594 - end) - 3917.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: Files 950 (pp. 6594-end)-3917.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496769","113.781715"
"FO 372/1738","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","United States. Code 345 files 1301 (pp.6724 - end) - 2185.","United States. Code 345 files 1301 (pp.6724 - end) - 2185.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1301 (pp.6724-end)-2185.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances;
        C10125 Americas","","C2496335","113.781715"
"FO 372/1741","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","United States. Code 345 files 3340 - 4701 (to pp.5081).","United States. Code 345 files 3340 - 4701 (to pp.5081).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 3340-4701 (to pp.5081).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances;
        C10125 Americas","","C2496338","113.781715"
"FO 369/1539","Foreign Office: Consular Department: General Correspondence from 1906.","United States. Code 245 Files 4859 - 5558 (to paper 8865)","United States. Code 245 Files 4859 - 5558 (to paper 8865).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 4859-5558 (to pp.8865).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4259152","113.748772"
"FO 369/1536","Foreign Office: Consular Department: General Correspondence from 1906.","United States. Code 245 Files 1696 (papers 9357 - end) - 2385","United States. Code 245 Files 1696 (papers 9357 - end) - 2385.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 1696 (pp.9357-end)-2385.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4259149","113.748772"
"FO 369/1560","Foreign Office: Consular Department: General Correspondence from 1906.","Baltic States. Code 259 Files 1182 - 3997 (to paper 7916)","Baltic States. Code 259 Files 1182 - 3997 (to paper 7916).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1182-3997 (to pp.7916).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259173","113.748772"
"FO 372/1496","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Decorations.","Britain. Code 350D files 36 - 37 (to pp. 384).","Britain. Code 350D files 36 - 37 (to pp. 384).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 36-37 (to pp. 384).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496093","113.726509"
"FO 372/1752","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Treaty Decorations.","Belgium. Code 304D files 3701 (pp.9273 - end) - 4981.","Belgium. Code 304D files 3701 (pp.9273 - end) - 4981.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 3701 (pp.9273-end)-4981.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496349","113.672684"
"FO 372/2112","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Treaty Formalities. Code 381 files 345 - 389 (to pp. 8854).","Treaty Formalities. Code 381 files 345 - 389 (to pp. 8854).","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: Files 345-389 (to pp. 8854).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496709","113.633614"
"FO 372/1540","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Decorations.","France. Code 317D files 41 - 920 (to pp. 2827).","France. Code 317D files 41 - 920 (to pp. 2827).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 41-920 (to pp. 2827).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496137","113.578232"
"FO 372/1751","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Treaty Decorations.","Belgium. Code 304D files 1952 - 3701 (to pp.4926).","Belgium. Code 304D files 1952 - 3701 (to pp.4926).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1952-3701 (to pp.4926).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496348","113.524239"
"FO 372/1773","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Treaty Decorations.","Britain. Code 350D files 1556 (pp.6363 - end) - 1924.","Britain. Code 350D files 1556 (pp.6363 - end) - 1924.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1556 (pp.6363-end)-1924.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496370","113.524239"
"FO 369/1531","Foreign Office: Consular Department: General Correspondence from 1906.","United States. Code 245 Files 517 - 787 (to paper 7010)","United States. Code 245 Files 517 - 787 (to paper 7010).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 517-787 (to pp.7010).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4259144","113.1167"
"FO 372/1737","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","United States. Code 345 files 610 - 1301 (to pp.6417).","United States. Code 345 files 610 - 1301 (to pp.6417).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 610-1301 (to pp.6417).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances;
        C10125 Americas","","C2496334","113.000549"
"FO 372/2161","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Postal Agreements. Code 382 files 1311 (pp. 3708 - end) - 8851.","Postal Agreements. Code 382 files 1311 (pp. 3708 - end) - 8851.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: Files 1311 (pp. 3708-end)-8851.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496758","113.000549"
"FO 372/2163","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Territorial Waters. Code 380 files 33 - 345 (to pp. 1532).","Territorial Waters. Code 380 files 33 - 345 (to pp. 1532).","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: Files 33-345 (to pp. 1532).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496760","113.000549"
"FO 372/2113","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Treaty Formalities. Code 381 files 389 (pp. 8855 - end) - 954.","Treaty Formalities. Code 381 files 389 (pp. 8855 - end) - 954.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: Files 389 (pp. 8855-end)-954.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496710","113.000549"
"FO 372/1541","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Decorations.","France. Code 317D files 920 (pp. 3055 - end) - 1066.","France. Code 317D files 920 (pp. 3055 - end) - 1066.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 920 (pp. 3055-end)-1066.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496138","112.9447"
"FO 372/1527","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Decorations.","Britain. Code 350D files 37 (pp. 14614 - end) - 267.","Britain. Code 350D files 37 (pp. 14614 - end) - 267.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 37 (pp. 14614-end)-267.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496124","112.9447"
"FO 372/1800","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Treaty Decorations.","General. Code 350D files 17 - 1290 (to pp.10040).","General. Code 350D files 17 - 1290 (to pp.10040).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 17-1290 (to pp.10040).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496397","112.890244"
"FO 372/1946","Foreign Office: Treaty Department and successors: General Correspondence from 1906. Treaty Decorations.","Britain. Code 350D files 1277 (pp.6445 - end) - 2984.","Britain. Code 350D files 1277 (pp.6445 - end) - 2984.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: Files 1277 (pp.6445-end)-2984.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496543","112.890244"
"FO 370/154","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 1154 (papers 1987 - end) - 1474","Facilities and Information. Code 407 Files 1154 (papers 1987 - end) - 1474.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1154 (pp.1987-end)-1474.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263547","112.701073"
"FO 370/153","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 621 - 1154 (to paper 1888)","Facilities and Information. Code 407 Files 621 - 1154 (to paper 1888).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 621-1154 (to pp.1888).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263546","112.701073"
"FO 370/151","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 91 (papers 441 - end) - 299","Facilities and Information. Code 407 Files 91 (papers 441 - end) - 299.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 91 (pp.441-end)-299.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263544","112.701073"
"FO 370/150","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 17 - 91 (to paper 310)","Facilities and Information. Code 407 Files 17 - 91 (to paper 310).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 17-91 (to pp.310).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263543","111.49"
"FO 372/1974","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","France. Code 317 files 180 (conclusion of pp.779 - pp.1080).","France. Code 317 files 180 (conclusion of pp.779 - pp.1080).","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: Files 180 (conclusion of pp.779-pp.1080).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496571","110.026337"
"FO 370/177","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 2443 (papers 4048 - end) - 3237","Facilities and Information. Code 407 Files 2443 (papers 4048 - end) - 3237.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: Files 2443 (pp.4048-end)-3237.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263570","109.712631"
"FO 370/156","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Facilities and Information. Code 407 Files 1696 (papers 1950 - end) - 2364","Facilities and Information. Code 407 Files 1696 (papers 1950 - end) - 2364.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1696 (pp.1950-end)-2364.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263549","109.712631"
"FO 369/1392","Foreign Office: Consular Department: General Correspondence from 1906.","China. Code 210 Files 1434 (papers 15336 - end) - 1821 (papers 11809)","China. Code 210 Files 1434 (papers 15336 - end) - 1821 (papers 11809).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 1434 (pp.15336-end)-1821 (pp.11809).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C4259004","109.545"
"FO 369/1608","Foreign Office: Consular Department: General Correspondence from 1906.","France. Code 217 Files 361 (papers 1390 - end) - 480 (to paper 8344)","France. Code 217 Files 361 (papers 1390 - end) - 480 (to paper 8344).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 361 (pp.1390-end)-480 (to pp.8344).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259221","109.271309"
"FO 369/1411","Foreign Office: Consular Department: General Correspondence from 1906.","France. Code 217 Files 545 (papers 9206 - end) - 799 (to paper 18680)","France. Code 217 Files 545 (papers 9206 - end) - 799 (to paper 18680).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 545 (pp.9206-end)-799 (to pp.18680).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259023","109.271309"
"FO 369/1612","Foreign Office: Consular Department: General Correspondence from 1906.","France. Code 217 Files 1096 (papers 13871 - end) - 1916 (to paper 5635)","France. Code 217 Files 1096 (papers 13871 - end) - 1916 (to paper 5635).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1096 (pp.13871-end)-1916 (to pp.5635).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259225","109.271309"
"FO 369/1643","Foreign Office: Consular Department: General Correspondence from 1906.","General. Code 250 Files 956 (papers 16687 - end) - 1238 (to paper 2487)","General. Code 250 Files 956 (papers 16687 - end) - 1238 (to paper 2487).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 956 (pp.16687-end)-1238 (to pp.2487).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C4259256","109.271309"
"FO 369/1415","Foreign Office: Consular Department: General Correspondence from 1906.","France. Code 217 Files 1239 (papers 10612 - end) - 1750 (to paper 5302)","France. Code 217 Files 1239 (papers 10612 - end) - 1750 (to paper 5302).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 1239 (pp.10612-end)-1750 (to pp. 5302).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259027","109.271309"
"FO 369/1669","Foreign Office: Consular Department: General Correspondence from 1906.","Greece. Code 219 Files 1074 (papers 9509 - end) - 3137 (to paper 16023)","Greece. Code 219 Files 1074 (papers 9509 - end) - 3137 (to paper 16023).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 1074 (pp.9509-end)-3137 (to pp.16023).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259282","109.271309"
"FO 369/1657","Foreign Office: Consular Department: General Correspondence from 1906.","Germany. Code 218 Files 961 (papers 9561 - end) - 1479 (to paper 14383)","Germany. Code 218 Files 961 (papers 9561 - end) - 1479 (to paper 14383).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 961 (pp.9561-end)-1479 (to pp.14383).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C4259270","109.271309"
"FO 372/1640","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","General. Code 350 files 91 (pp.12786 - end) - 211 (to pp.2705).","General. Code 350 files 91 (pp.12786 - end) - 211 (to pp.2705).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 91 (pp.12786-end)-211 (to pp.2705).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496237","109.153175"
"FO 372/1648","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","General. Code 350 files 533 (pp.12560 - end) - 965 (to pp.3801).","General. Code 350 files 533 (pp.12560 - end) - 965 (to pp.3801).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 533 (pp.12560-end)-965 (to pp.3801).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496245","109.153175"
"FO 372/2133","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Nationality. Code 378 files 28 (pp. 8647 - end) - 102 (to pp. 653).","Nationality. Code 378 files 28 (pp. 8647 - end) - 102 (to pp. 653).","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: Files 28 (pp. 8647-end)-102 (to pp. 653).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2496730","109.153175"
"FO 372/1877","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","General. Code 350 files 334 (pp.6299 - end) - 349 (to pp.3497).","General. Code 350 files 334 (pp.6299 - end) - 349 (to pp.3497).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: Files 334 (pp.6299-end) - 349 (to pp.3497).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10039 Food and drink;
        C10049 International;
        C10112 Treaties and alliances","","C2496474","109.153175"
"FO 372/1666","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Germany. Code 318 files 264 (pp.2044 - end) - 352 (to pp.10643).","Germany. Code 318 files 264 (pp.2044 - end) - 352 (to pp.10643).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: Files 264 (pp.2044-end)-352 (to pp.10643).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496263","109.153175"
"FO 372/1389","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","General. Code 350 files 252 (pp.4200 - end) - 325 (to pp.2966).","General. Code 350 files 252 (pp.4200 - end) - 325 (to pp.2966).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 252 (pp.4200-end)-325 (to pp.2966).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2495986","109.153175"
"FO 372/1388","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","General. Code 350 files 115 (pp.14159 - end) - 252 (to pp.3799).","General. Code 350 files 115 (pp.14159 - end) - 252 (to pp.3799).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: Files 115 (pp.14159-end)-252 (to pp.3799).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances","","C2495985","109.153175"
"FO 370/166","Foreign Office: Library and the Research Department: General Correspondence from 1906.","Miscellaneous. Code 405 Files 47 (papers 2532 - end) - 243 (to paper 304)","Miscellaneous. Code 405 Files 47 (papers 2532 - end) - 243 (to paper 304).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: Files 47 (pp.2532-end)-243 (to pp.304).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10096 Research","","C4263559","109.096375"
